"name","type","daging","ikan","cokelat","tepung","cabe","air","roti","sayur","susu"
"Gulai Ikan Nila","ikan-seafood","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"Pepes Ikan Nila","ikan-seafood","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0"
"Ikan Selar Bumbu Kuning","ikan-seafood","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Ikan Nila Asam Manis","ikan-seafood","0.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Rajungan Saus Padang","ikan-seafood","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Salmon Mentai","ikan-seafood","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Nasi Bakar Ikan Cakalang","ikan-seafood","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Sambal Cumi Pete Pedas","ikan-seafood","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Pindang Bumbu Sarden","ikan-seafood","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Bakso Udang Goreng","ikan-seafood","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Belut Goreng","ikan-seafood","0.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Kerang Hijau Balado","ikan-seafood","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Kerang Dara Saus Pedas","ikan-seafood","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Tuna Bakar Kecap","ikan-seafood","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Poke Bowl Salmon","ikan-seafood","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Sate Bandeng","ikan-seafood","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Patin Bakar","ikan-seafood","0.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Udang Saus Padang","ikan-seafood","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0"
"Otak Otak Bandeng","ikan-seafood","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Lumpia Vietnam","ikan-seafood","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Gulai Ikan Tongkol","ikan-seafood","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Cilok Ikan","ikan-seafood","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0"
"Jambal Roti Tumis","ikan-seafood","1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0"
"Tongkol Suwir Lombok Ijo","ikan-seafood","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0"
"Rajungan Asam Manis","ikan-seafood","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0"
"Tulang Jambal Cabe","ikan-seafood","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Udang Cabe Garam","ikan-seafood","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Bola Bola Udang Roti","ikan-seafood","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Rolade Ikan","ikan-seafood","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0"
"Lele Goreng Kremes","ikan-seafood","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Udang Saus Inggris","ikan-seafood","1.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Kerang Hijau Rebus","ikan-seafood","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Ikan Salai Asap Balado","ikan-seafood","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Sambal Tongkol","ikan-seafood","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0"
"Siomay Ikan Bandung","ikan-seafood","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Sate Kerang","ikan-seafood","1.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Ikan Gurame Bakar Bumbu Bali","ikan-seafood","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Gurame Bumbu Rujak","ikan-seafood","0.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0"
"Tenggiri Lempah Kuning","ikan-seafood","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Cakalang Fufu Pampis","ikan-seafood","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Ikan Bawal Bumbu Kuning","ikan-seafood","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Kakap Bumbu Kuning","ikan-seafood","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Pempek Sutra","ikan-seafood","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Sambal Goreng Kentang Udang","ikan-seafood","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Pempek Lenggang","ikan-seafood","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Kepiting Saus Padang","ikan-seafood","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Cumi Goreng Mentega","ikan-seafood","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Gulai Kakap","ikan-seafood","1.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0"
"Kerang Dara Asam Manis","ikan-seafood","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Bandeng Bakar","ikan-seafood","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Nugget Ikan","ikan-seafood","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0"
"Hakau","ikan-seafood","0.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Ikan Gabus Pucung","ikan-seafood","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Pempek Kulit","ikan-seafood","1.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0"
"Sate Ikan Tongkol","ikan-seafood","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Ikan Gurame Bakar Madu","ikan-seafood","1.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Pindang Serani","ikan-seafood","1.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0"
"Ikan Bawal Bakar","ikan-seafood","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0"
"Pepes Udang","ikan-seafood","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Pempek Lenjer","ikan-seafood","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Ikan Salem Bumbu Sarden","ikan-seafood","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Salmon Teriyaki","ikan-seafood","0.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Lele Bakar","ikan-seafood","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Udang Pete Balado","ikan-seafood","1.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Gulai Cumi Isi Telur","ikan-seafood","1.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0"
"Bakso Ikan","ikan-seafood","1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0"
"Pangek Ikan Nila","ikan-seafood","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Kerang Dara Rebus","ikan-seafood","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Bakso Udang Rebus","ikan-seafood","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Ikan Tenggiri Bumbu Kuning","ikan-seafood","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Pecak Lele","ikan-seafood","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0"
"Pepes Peda","ikan-seafood","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Pempek Kapal Selam","ikan-seafood","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Sambal Udang Goreng Petai","ikan-seafood","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0"
"Udang Bakar Madu","ikan-seafood","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Gulai Aceh Ikan Tongkol","ikan-seafood","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Ikan Kerapu Asam Manis","ikan-seafood","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Tim Ikan Kakap","ikan-seafood","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Kapurung","ikan-seafood","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Ikan Tongkol Bumbu Kuning","ikan-seafood","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Pindang Tongkol Balado","ikan-seafood","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Asam Padeh Ikan Patin","ikan-seafood","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0"
"Cumi Asam Manis Basah","ikan-seafood","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Udang Goreng Mentega","ikan-seafood","1.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0"
"Sarden Homemade","ikan-seafood","0.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0"
"Garang Asem Ikan","ikan-seafood","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0"
"Arsik Ikan Mas","ikan-seafood","1.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0"
"Ikan Asap Santan","ikan-seafood","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Palumara Bandeng","ikan-seafood","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Asam Padeh Ikan Tongkol","ikan-seafood","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Semur Bandeng","ikan-seafood","0.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0"
"Balado Ikan Kembung","ikan-seafood","0.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Abon Ikan Tongkol","ikan-seafood","1.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Ikan Kakap Asam Manis","ikan-seafood","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Otak-Otak Goreng","ikan-seafood","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0"
"Udang Asam Manis","ikan-seafood","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Abon Tuna","ikan-seafood","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Pempek Adaan","ikan-seafood","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Pepes Ikan Mas Khas Sunda","ikan-seafood","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0"
"Ikan Woku Belanga","ikan-seafood","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Gulai Ikan Tenggiri","ikan-seafood","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Ikan Mujair Bakar Kecap","ikan-seafood","0.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Ikan Gurame Asam Manis","ikan-seafood","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Udang Saos Tiram","ikan-seafood","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0"
"Pecel Lele","ikan-seafood","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Sambal Goreng Kering Teri Kacang","ikan-seafood","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Pesmol Ikan Nila","ikan-seafood","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Ikan Bandeng Presto","ikan-seafood","0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0"
"Ikan Kembung Goreng Bumbu Kuning","ikan-seafood","1.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Cumi Goreng Tepung (Calamari)","ikan-seafood","1.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Cumi Saus Padang","ikan-seafood","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Udang Goreng Tepung (Ebi Furai)","ikan-seafood","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Pepes Ikan Kembung","ikan-seafood","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Pepes Ikan Teri Basah","ikan-seafood","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Pecak Gurame","ikan-seafood","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Kepiting Saus Tiram","ikan-seafood","1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Ikan Bandeng Acar Kuning","ikan-seafood","1.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Cumi Telur Asin","ikan-seafood","1.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Cumi Saus Tiram","ikan-seafood","1.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Celimpungan","ikan-seafood","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0"
"Kerang Hijau Saus Tiram Pedas","ikan-seafood","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0"
"Asem Asem Bandeng","ikan-seafood","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Udang Telur Asin","ikan-seafood","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Mangut Lele","ikan-seafood","1.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Sup Ikan Patin","ikan-seafood","1.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Cumi Bakar Kecap","ikan-seafood","1.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Ikan Patin Bumbu Kuning","ikan-seafood","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0"
"Fish and Chips","ikan-seafood","1.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Pindang Patin","ikan-seafood","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"Gulai Kepala Ikan Kakap","ikan-seafood","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Steak Ikan Dori Panggang Saus Lemon","ikan-seafood","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Cumi Asin Cabe Hijau","ikan-seafood","0.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Kotokan Ikan Pe Lombok Ijo","ikan-seafood","1.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Ikan Nila Bakar","ikan-seafood","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Nasi Bakar Tuna Pedas","ikan-seafood","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Amplang Krupuk Ikan","ikan-seafood","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Kepiting Lada Hitam","ikan-seafood","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Fish Cake","ikan-seafood","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Ikan Tongkol Bumbu Sarden","ikan-seafood","0.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Pindang Bandeng","ikan-seafood","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Ikan Kembung Bakar Padang","ikan-seafood","0.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Kepiting Asam Manis","ikan-seafood","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0"
"Sop Ikan Salmon","ikan-seafood","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0"
"Kerang Saus Padang","ikan-seafood","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0"
"Tumis Cumi Hitam","ikan-seafood","0.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Gulai Telur Tahu","tahu-tempe-telur","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Oncom Goreng","tahu-tempe-telur","1.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Keripik Tempe","tahu-tempe-telur","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Okonomiyaki","tahu-tempe-telur","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Keripik Tahu","tahu-tempe-telur","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Telur Gulung Sosis","tahu-tempe-telur","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Sayur Tahu Kuah Kuning","tahu-tempe-telur","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0"
"Tempe Teriyaki","tahu-tempe-telur","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Nasi Telur Pontianak","tahu-tempe-telur","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0"
"Telur Bacem","tahu-tempe-telur","0.0","0.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0"
"Papeda Gulung","tahu-tempe-telur","1.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0"
"Opor Telur","tahu-tempe-telur","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Bola Bola Tahu","tahu-tempe-telur","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Telur Geprek","tahu-tempe-telur","0.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Pempek Dos (Tanpa Ikan)","tahu-tempe-telur","0.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Telur Balado","tahu-tempe-telur","1.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Sambal Tempe","tahu-tempe-telur","1.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Tahu Walik","tahu-tempe-telur","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Tahu Cabe Garam","tahu-tempe-telur","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Tahu Petis","tahu-tempe-telur","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Telur Petis","tahu-tempe-telur","1.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Orak Arik Telur Sayuran","tahu-tempe-telur","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Omelet Mie","tahu-tempe-telur","0.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0"
"Pepes Telur Ikan","tahu-tempe-telur","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Tahu Lontong","tahu-tempe-telur","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Omelet Telur","tahu-tempe-telur","1.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0"
"Kupat Tahu Magelang","tahu-tempe-telur","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Tahu Teriyaki","tahu-tempe-telur","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0"
"Pepes Telur Asin","tahu-tempe-telur","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Tahu Jeletot","tahu-tempe-telur","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0"
"Egg Roll Korea","tahu-tempe-telur","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Chawanmushi","tahu-tempe-telur","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Mun Tahu","tahu-tempe-telur","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0"
"Tahu Isi","tahu-tempe-telur","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0"
"Telur Bumbu Bali","tahu-tempe-telur","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Tahu Bakso","tahu-tempe-telur","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Perkedel Tahu","tahu-tempe-telur","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Fuyunghai","tahu-tempe-telur","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Tahu Tek Surabaya","tahu-tempe-telur","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Tahu Bulat","tahu-tempe-telur","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Martabak Tahu","tahu-tempe-telur","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Tempe Mendoan Purwokerto","tahu-tempe-telur","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0"
"Sapo Tahu","tahu-tempe-telur","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Tahu Gejrot","tahu-tempe-telur","0.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Tahu Rambutan","tahu-tempe-telur","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Perkedel Tempe","tahu-tempe-telur","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0"
"Tahu Kukus","tahu-tempe-telur","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0"
"Bacem Tahu Tempe","tahu-tempe-telur","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Telur Kecap","tahu-tempe-telur","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Tahu Putih Goreng Garing","tahu-tempe-telur","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Tahu Telur","tahu-tempe-telur","1.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Pepes Tahu","tahu-tempe-telur","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Telur Dadar Padang","tahu-tempe-telur","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Tahu Aci Tegal","tahu-tempe-telur","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Sate Telur Puyuh","tahu-tempe-telur","0.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Telur Pindang","tahu-tempe-telur","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Semur Telur","tahu-tempe-telur","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Tahu Sarang Burung","tahu-tempe-telur","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tempe Penyet","tahu-tempe-telur","1.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Nugget Tahu","tahu-tempe-telur","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Rendang Telur","tahu-tempe-telur","1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Tahu Fantasi","tahu-tempe-telur","0.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Semur Telur Puyuh","tahu-tempe-telur","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Sambal Tumpang","tahu-tempe-telur","0.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Telur Puyuh Balado","tahu-tempe-telur","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Sayur Tempe Tahu Cabe Hijau","tahu-tempe-telur","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Tahu Guling","tahu-tempe-telur","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Tahu Gimbal Udang","tahu-tempe-telur","1.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Tahu Bubuk","tahu-tempe-telur","0.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Tumis Buncis Tempe","sayur","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Salad Sayur","sayur","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Pecel Madiun","sayur","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Coleslaw","sayur","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Oseng Pare Telur","sayur","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Nasi Tim Sayuran","sayur","0.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0"
"Oseng Tempe Cabe Ijo","sayur","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0"
"Tumis Telur Tauge","sayur","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Tumis Lobak Putih","sayur","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0"
"Sayur Krecek","sayur","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Ratatouille","sayur","0.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Tumis Rebung","sayur","1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Lontong Tahu Khas Blora","sayur","0.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Terong Goreng","sayur","1.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Terong Balado","sayur","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Tumis Pakis","sayur","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Asinan Betawi","sayur","1.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0"
"Capcay Goreng Jawa","sayur","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Rendang Jamur","sayur","0.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Tumis Brokoli Kembang Kol","sayur","0.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0"
"Tumis Cuciwis Saus Tiram","sayur","0.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Buntil Daun Pepaya","sayur","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Sayur Asem Jawa Timur","sayur","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Sayur Bening Sawi","sayur","1.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0"
"Sayur Pepaya Muda","sayur","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
